21.5163,39.5368,6.6828
251.307,696.365,140.398
247.585,669.424,98.3721
-1,-1,-1
5.88919,11.6809,3.45436
253.373,618.583,181.272
251.831,636.163,84.7957
12.2671,23.3182,2.49455
257.823,405.962,43.3715
261.217,642.895,81.8865
258.679,603.805,76.1756
10.1584,13.9851,1.65875
247.563,641.091,58.2065
10.1311,8.65432,1.03823
239.747,656.815,47.757
247.233,618.406,49.2115
249.721,616.179,51.7207
245.454,601.894,45.6288
18.1359,24.6099,1.1931
245.521,644.627,30.3328
241.339,548.032,34.3759
234.518,534.432,32.3994
247.769,618.519,25.9891
236.286,552.941,27.045
20.8851,31.386,1.22076
236.523,573.303,28.6131
235.49,577.334,25.7894
235.819,557.393,23.0787
234.845,566.919,24.9586
242.443,628.371,25.1794
24.2533,43.089,1.38712
234.006,589.901,20.3255
24.715,44.8436,1.46938
229.101,531.258,17.9784
269.464,533.61,19.2185
26.2392,49.1883,1.40658
233.027,571.45,18.1113
238.501,588.393,15.8928
236.348,618.294,16.8215
234.317,569.772,15.852
29.5301,47.5019,1.18973
122.498,151.226,3.89882
231.573,605.902,15.6679
29.2837,45.2893,1.1482
232.902,594.261,15.2286
228.921,595.196,14.6904
234.096,540.673,13.2688
234.095,547.432,13.5426
232.859,598.02,13.9422
31.8669,47.8965,1.11464
147.195,226.398,4.69201
230.279,569.492,12.2934
32.8116,50.1043,1.10902
138.931,202.016,4.04623
35.5277,55.0227,1.11661
227.973,592.17,11.8081
228.057,573.441,10.7549
36.9412,60.5472,1.1807
91.7235,154.894,2.89732
93.084,65.422,1.12294
228.576,536.888,10.042
225.328,567.922,10.2693
227.18,546.526,9.98507
225.722,540.354,9.47566
42.9082,71.5345,1.21279
99.0074,80.9368,1.27072
285.95,268.273,4.68621
46.5284,79.6643,1.26441
225.34,489.132,8.09322
205.177,335.2,5.54102
221.924,561.724,8.8777
96.6842,70.1906,1.10744
219.134,503.876,7.54415
220.866,510.909,7.93769
51.1558,83.1614,1.15711
217.309,560.532,7.69041
198.306,314.097,4.45508
218.717,537.457,7.74978
214.478,516.605,6.97256
138.048,181.549,2.48758
216.072,512.164,6.94308
108.341,96.9778,1.35584
143.561,178.009,2.47639
151.52,223.86,3.03867
186.998,289.056,3.91601
98.8056,91.752,1.13772
99.9376,90.2532,1.125
208.606,530.583,6.50481
212.804,522.597,6.16771
212.094,518.964,6.33909
212.199,520.641,6.00055
212.589,487.228,5.59167
211.567,501.531,5.62047
108.206,100.293,1.1095
211.218,462.409,5.54171
211.847,499.653,5.89272
109.592,96.5996,1.09842
208.07,436.667,4.66738
209.885,474.323,5.18804
87.1367,163.369,1.74509
75.472,131.203,1.4326
205.222,484.248,5.25381
204.604,482.81,5.21632
183.631,314.643,3.39907
204.242,491.578,5.19092
204.688,491.669,5.19067
116.241,106.663,1.12668
117.962,120.271,1.16591
204.474,474.428,4.81313
105.595,107.873,1.10083
204.182,486.793,4.91751
205.626,475.398,4.4467
117.896,144.317,1.42027
212.82,382.552,3.52287
109.487,114.588,1.08527
199.13,459.207,4.30192
108.541,117.255,1.09705
112.401,116.538,1.08437
200.519,425.354,3.88719
