9.93304,8.01641,1.20507
9.16568,4.07464,0.899729
13.7613,8.98592,1.23503
14.2984,9.24797,1.24343
8.98517,4.13178,0.963338
10.6403,7.57442,1.36231
11.746,7.34735,1.21161
9.31318,4.74769,1.0019
13.045,10.0566,1.32202
15.8655,12.2496,1.14293
9.4701,8.85156,1.86218
8.84141,3.71978,0.878413
12.9932,8.1263,0.93979
8.82612,3.51333,0.871783
10.9849,5.38995,0.915673
10.7308,5.87071,1.03853
10.0636,8.46655,1.24075
13.398,13.3562,1.56243
13.1626,7.6748,0.937336
9.39105,4.49613,0.897693
9.19866,6.6812,1.62432
9.35295,7.70243,1.62482
11.5255,5.58181,0.915195
9.31408,4.26302,0.892627
15.4418,12.3416,1.27109
13.6647,14.0983,2.61821
11.837,8.15048,1.34222
8.75627,3.72762,0.890499
9.95748,8.48452,1.34048
10.9117,6.4309,1.03445
9.78017,6.75276,1.06637
9.088,4.66478,1.02889
9.08779,5.02998,1.19223
9.79442,6.68585,1.03936
15.3282,12.2484,1.30337
9.48673,6.10699,1.14155
12.2101,6.28279,0.985777
9.44758,5.89379,1.21152
9.32682,4.46686,0.91784
9.11491,3.94378,0.885274
11.1356,5.98592,0.932639
12.8343,6.72522,1.02558
9.94595,5.05368,0.907349
9.49062,4.89275,0.949459
11.5841,5.88969,0.959429
14.0896,8.86032,1.00415
11.73,6.52692,1.07412
71.8873,163.812,27.3428
9.47385,4.73604,0.901395
9.10341,4.32624,0.893797
9.98307,6.38686,0.953849
13.6012,8.07538,0.939479
9.69127,5.54337,0.914519
12.831,10.1531,1.44145
12.9575,8.46655,1.20888
12.9563,6.50012,0.926386
9.12457,4.38748,1.01634
9.11832,3.9353,0.88504
17.237,9.65712,1.01227
9.63672,7.7372,1.3581
10.6111,6.41247,1.14653
9.45787,4.78119,0.942455
17.5415,16.6257,3.09794
8.93329,3.52837,0.873719
9.16142,4.03244,0.887207
16.2419,13.2878,1.25096
13.3327,12.2492,1.37425
13.5897,10.9674,1.41592
9.60917,5.55685,0.915053
9.03265,4.02267,0.886757
14.9249,8.87145,0.999213
10.1719,8.27408,1.52354
8.76352,3.56039,0.873601
19.9111,29.3182,4.21169
9.85549,6.72406,1.00194
9.02586,3.95402,0.925781
13.3144,9.34328,1.2572
12.9163,6.75748,0.990601
8.92323,3.52017,0.872506
13.0707,9.56516,1.26406
9.04663,4.06583,0.887056
11.9835,12.2966,2.16823
15.4208,12.5231,1.25124
9.05529,4.22519,0.890932
9.87445,5.81615,0.953507
10.5427,7.84863,1.42426
9.43143,4.61265,0.900085
9.14685,6.53328,1.58123
9.15297,4.02798,0.930464
12.1331,6.40074,1.01269
9.12493,3.94052,0.912073
9.42378,5.91198,1.24609
10.0043,7.21688,1.34561
13.1743,8.23907,0.940503
13.8026,8.05105,1.09797
9.15219,4.13494,0.889289
10.4501,8.26777,1.27697
8.96311,4.25995,1.00021
9.0709,4.10827,0.887972
13.7304,7.01587,0.931333
16.9855,12.441,1.48333
16.0886,13.1074,1.96174
9.6737,11.9561,2.35801
15.4863,11.1375,1.27914
13.2274,12.9872,1.95638
18.1476,18.9941,3.87679
47.2754,42.102,5.77786
13.1049,11.0705,1.6625
15.9785,11.4671,1.49396
10.1869,9.60378,1.41491
10.1727,11.0882,2.282
14.6814,16.5576,2.6725
9.24189,4.89069,1.09154
15.1827,17.2691,2.37118
23.5386,24.5009,5.14783
9.29495,8.42435,2.0054
11.7033,11.094,2.48843
21.6855,19.0319,3.87737
17.1127,15.5477,3.24228
20.782,19.8691,2.96081
9.60633,5.86208,1.10797
9.3585,5.76331,1.21876
9.62831,6.96826,1.56534
10.4673,6.62967,1.20301
10.8755,8.76346,1.60735
14.7697,15.2823,2.34955
11.7379,8.11591,1.41876
9.42804,9.65333,2.08387
14.3013,10.1583,1.33236
9.5582,6.08292,1.08084
510.076,512.064,72.7935
12.4842,13.1374,3.00926
11.4496,10.1216,1.66716
12.6694,10.516,2.03895
12.6645,11.3954,2.06209
10.6295,9.50824,1.7077
17.4816,17.2232,2.71717
10.3964,10.8916,1.57677
11.1823,9.65917,1.62491
12.8452,11.217,1.41915
13.3782,16.1007,3.06788
9.62099,5.22523,1.09014
15.2499,10.1634,1.25723
120.522,257.023,35.8113
9.84162,7.39685,1.19827
12.7129,11.7669,1.76338
21.4983,24.8008,2.88974
81.3566,73.7572,8.00357
1110.98,1321.36,138.808
9.33133,11.6682,2.41968
14.6412,16.3364,2.10479
9.03346,4.15039,1.03305
9.93248,12.0839,2.19298
166.192,195.628,23.746
13.81,14.5317,2.20852
13.166,14.3133,2.54679
8.77094,3.48623,0.870961
9.36191,7.19201,1.58286
14.607,15.7963,2.54245
9.75072,12.3742,2.32052
131.569,155.509,32.7115
18.2842,14.7733,2.42544
9.11795,3.93698,0.897846
11.5054,13.9922,2.78761
17.5735,14.106,1.6628
9.57656,7.31153,1.37015
12.9045,8.51078,1.30717
14.9058,11.4965,1.50563
10.8669,10.9145,2.19645
9.31305,4.93463,1.03998
10.7468,10.3732,2.45615
10.4766,11.1898,2.21576
11.8703,13.5859,2.07851
28.7466,26.032,2.90613
14.4095,11.2292,1.49281
8.87013,5.46352,1.309
16.9941,19.0728,3.07406
27.539,24.8698,4.7586
20.8674,24.7931,2.62221
23.1098,20.4842,2.58229
17.3091,16.1815,2.99776
9.291,9.86101,2.29953
11.4074,9.81019,1.54266
17.8186,19.754,2.61604
12.991,10.2784,1.50278
11.561,10.261,2.28421
11.9178,11.2848,1.71059
14.5991,15.7034,2.10155
59.0299,67.1686,9.78026
37.5952,44.2288,5.79009
9.24986,5.94845,1.42848
24.3957,23.7231,3.21219
61.2971,68.6164,11.0765
10.2316,7.25951,1.06227
15.1472,14.8864,2.82269
11.4646,10.4915,1.80095
58.8735,56.7689,6.39577
16.5801,15.4102,1.87691
8.97523,5.89722,1.41992
12.2413,11.4212,1.80236
