0.015,0.044,-0.091,0.332,
0.013,0.046,-0.087,0.330,
0.011,0.047,-0.071,0.328,
0.008,0.048,-0.044,0.326,
0.004,0.049,-0.049,0.324,
0.000,0.050,-0.026,0.321,
-0.004,0.051,-0.014,0.319,
-0.008,0.053,-0.029,0.316,
-0.011,0.054,-0.024,0.313,
-0.014,0.056,-0.033,0.309,
-0.016,0.057,-0.026,0.306,
-0.020,0.058,-0.051,0.302,
-0.023,0.059,-0.038,0.299,
-0.026,0.060,-0.052,0.295,
-0.029,0.062,-0.058,0.292,
-0.032,0.065,-0.093,0.288,
-0.034,0.069,-0.127,0.284,
-0.036,0.071,-0.109,0.280,
-0.038,0.073,-0.091,0.276,
-0.040,0.076,-0.049,0.272,
-0.041,0.080,-0.049,0.269,
-0.042,0.084,-0.061,0.265,
-0.044,0.088,-0.051,0.261,
-0.044,0.091,-0.027,0.258,
-0.045,0.095,-0.004,0.254,
-0.046,0.098,0.014,0.251,
-0.046,0.102,-0.011,0.247,
-0.046,0.105,-0.002,0.244,
-0.045,0.110,0.004,0.241,
-0.042,0.115,-0.002,0.238,
-0.040,0.120,0.007,0.235,
-0.037,0.125,-0.008,0.232,
-0.034,0.129,-0.005,0.229,
-0.032,0.131,0.027,0.227,
-0.029,0.134,0.014,0.224,
-0.026,0.136,0.006,0.222,
-0.022,0.139,0.005,0.220,
-0.018,0.141,-0.023,0.218,
-0.014,0.144,-0.008,0.217,
-0.010,0.146,-0.012,0.215,
-0.007,0.148,-0.008,0.213,
-0.004,0.150,0.017,0.212,
-0.000,0.151,-0.012,0.210,
0.002,0.152,-0.036,0.209,
0.004,0.151,-0.030,0.208,
0.006,0.150,-0.053,0.207,
0.008,0.149,-0.032,0.206,
0.009,0.148,-0.032,0.205,
0.010,0.147,-0.037,0.204,
0.011,0.147,-0.015,0.203,
0.012,0.146,-0.014,0.202,
0.012,0.145,-0.039,0.202,
0.012,0.143,-0.057,0.201,
0.012,0.140,-0.081,0.201,
0.012,0.138,-0.101,0.200,
0.012,0.137,-0.085,0.199,
0.012,0.135,-0.064,0.198,
0.011,0.133,-0.031,0.198,
0.009,0.130,-0.047,0.197,
0.006,0.127,-0.051,0.196,
0.005,0.124,-0.042,0.196,
0.003,0.121,-0.017,0.195,
0.001,0.117,0.012,0.195,
-0.000,0.112,-0.004,0.194,
-0.001,0.109,-0.021,0.193,
-0.002,0.106,-0.029,0.192,
-0.003,0.102,-0.028,0.191,
-0.003,0.099,-0.027,0.191,
-0.003,0.094,-0.048,0.190,
-0.003,0.090,-0.080,0.189,
-0.001,0.086,-0.091,0.188,
0.002,0.083,-0.081,0.187,
0.005,0.079,-0.073,0.186,
0.008,0.076,-0.090,0.185,
0.011,0.073,-0.085,0.184,
0.014,0.071,-0.068,0.183,
0.017,0.069,-0.025,0.182,
0.021,0.067,-0.007,0.181,
0.025,0.065,-0.011,0.180,
0.028,0.063,-0.016,0.179,
0.031,0.061,-0.033,0.179,
0.034,0.060,-0.039,0.178,
0.036,0.058,-0.052,0.177,
0.039,0.057,-0.063,0.176,
0.041,0.056,-0.047,0.175,
0.044,0.055,-0.012,0.174,
0.047,0.053,0.013,0.173,
0.050,0.052,0.040,0.172,
0.053,0.052,0.046,0.171,
0.055,0.051,0.072,0.170,
0.056,0.049,0.093,0.169,
0.057,0.047,0.071,0.168,
0.057,0.045,0.070,0.167,
0.057,0.043,0.038,0.166,
0.059,0.043,-0.004,0.165,
0.062,0.044,0.014,0.164,
0.064,0.045,0.021,0.163,
0.066,0.046,-0.001,0.162,
0.068,0.048,0.019,0.161,
0.069,0.049,0.037,0.160,
0.069,0.050,0.046,0.159,
0.069,0.050,0.039,0.158,
0.070,0.050,0.014,0.157,
0.070,0.050,0.014,0.156,
0.071,0.049,0.005,0.155,
0.071,0.049,-0.031,0.154,
0.072,0.048,-0.043,0.153,
0.072,0.048,-0.035,0.151,
0.072,0.049,-0.031,0.150,
0.073,0.049,-0.037,0.149,
0.075,0.050,-0.035,0.148,
0.077,0.052,-0.025,0.147,
0.080,0.055,-0.044,0.146,
0.083,0.057,-0.048,0.144,
0.085,0.059,-0.051,0.143,
0.088,0.063,-0.079,0.142,
0.090,0.066,-0.080,0.141,
0.092,0.069,-0.079,0.140,
0.093,0.073,-0.088,0.139,
0.095,0.076,-0.093,0.138,
0.097,0.079,-0.105,0.138,
0.101,0.082,-0.116,0.137,
0.104,0.084,-0.135,0.136,
0.108,0.087,-0.132,0.135,
0.111,0.090,-0.138,0.135,
0.114,0.092,-0.147,0.134,
0.116,0.094,-0.157,0.134,
0.117,0.096,-0.166,0.133,
0.118,0.097,-0.159,0.132,
0.120,0.098,-0.181,0.132,
0.123,0.099,-0.179,0.131,
0.125,0.099,-0.154,0.130,
0.128,0.099,-0.110,0.130,
0.130,0.098,-0.109,0.129,
0.132,0.097,-0.128,0.129,
0.134,0.096,-0.129,0.128,
0.136,0.095,-0.096,0.128,
0.138,0.095,-0.086,0.128,
0.139,0.094,-0.078,0.128,
0.140,0.094,-0.059,0.127,
0.142,0.092,-0.061,0.127,
0.142,0.090,-0.074,0.127,
0.143,0.088,-0.093,0.127,
0.144,0.085,-0.105,0.127,
0.144,0.083,-0.087,0.127,
0.145,0.082,-0.107,0.127,
0.146,0.081,-0.135,0.127,
0.148,0.080,-0.151,0.127,
0.151,0.079,-0.154,0.127,
0.152,0.077,-0.097,0.127,
0.154,0.076,-0.089,0.127,
0.155,0.075,-0.092,0.128,
0.158,0.075,-0.107,0.128,
0.160,0.075,-0.102,0.128,
0.162,0.075,-0.104,0.129,
0.165,0.076,-0.089,0.129,
0.168,0.076,-0.092,0.129,
0.171,0.075,-0.090,0.130,
0.173,0.074,-0.083,0.130,
0.173,0.071,-0.103,0.131,
0.173,0.067,-0.122,0.131,
0.172,0.063,-0.165,0.131,
0.170,0.059,-0.189,0.132,
0.169,0.056,-0.181,0.132,
0.167,0.053,-0.148,0.132,
0.166,0.051,-0.120,0.132,
0.165,0.048,-0.112,0.133,
0.165,0.046,-0.092,0.133,
0.165,0.043,-0.069,0.133,
0.165,0.040,-0.096,0.134,
0.165,0.037,-0.110,0.134,
0.164,0.035,-0.106,0.134,
0.164,0.033,-0.082,0.134,
0.164,0.031,-0.070,0.134,
0.163,0.030,-0.056,0.135,
0.162,0.029,-0.081,0.135,
0.161,0.028,-0.076,0.135,
0.161,0.028,-0.051,0.136,
0.160,0.029,-0.055,0.135,
0.158,0.031,-0.041,0.135,
0.156,0.032,-0.052,0.136,
0.155,0.033,-0.041,0.136,
0.154,0.035,-0.034,0.136,
0.153,0.035,0.012,0.136,
0.151,0.037,0.020,0.136,
0.149,0.039,0.021,0.136,
0.147,0.042,-0.001,0.136,
0.145,0.045,-0.022,0.136,
0.141,0.048,-0.033,0.136,
0.138,0.051,-0.049,0.136,
0.136,0.053,-0.031,0.136,
0.135,0.055,-0.036,0.136,
0.135,0.057,-0.028,0.136,
0.134,0.059,-0.040,0.136,
0.133,0.060,-0.063,0.136,
0.132,0.062,-0.066,0.136,
0.131,0.065,-0.091,0.136,
0.130,0.067,-0.102,0.136,
0.129,0.068,-0.065,0.136,
0.129,0.069,-0.044,0.136,
0.129,0.070,-0.054,0.136,
0.128,0.071,-0.055,0.136,
0.129,0.072,-0.063,0.136,
0.130,0.073,-0.081,0.136,
0.131,0.074,-0.083,0.136,
0.132,0.075,-0.091,0.135,
0.133,0.075,-0.088,0.135,
0.135,0.076,-0.104,0.135,
0.137,0.077,-0.098,0.135,
0.137,0.078,-0.090,0.135,
0.137,0.079,-0.086,0.135,
0.137,0.079,-0.085,0.135,
0.138,0.080,-0.082,0.135,
0.140,0.080,-0.113,0.134,
0.142,0.081,-0.126,0.134,
0.144,0.080,-0.122,0.134,
0.145,0.079,-0.112,0.134,
0.148,0.078,-0.134,0.134,
0.150,0.077,-0.102,0.134,
0.153,0.076,-0.086,0.134,
0.155,0.074,-0.080,0.134,
0.158,0.072,-0.099,0.134,
0.162,0.070,-0.124,0.135,
0.167,0.068,-0.173,0.135,
0.170,0.066,-0.166,0.135,
0.172,0.065,-0.119,0.135,
0.175,0.063,-0.109,0.135,
0.178,0.062,-0.109,0.135,
0.181,0.060,-0.112,0.135,
0.184,0.059,-0.098,0.136,
0.187,0.059,-0.086,0.136,
0.190,0.058,-0.078,0.136,
0.192,0.056,-0.088,0.136,
0.195,0.055,-0.095,0.136,
0.197,0.053,-0.076,0.136,
0.200,0.051,-0.082,0.137,
0.202,0.049,-0.082,0.137,
0.205,0.048,-0.082,0.137,
0.207,0.046,-0.091,0.137,
0.210,0.044,-0.098,0.138,
0.212,0.042,-0.071,0.138,
0.214,0.040,-0.078,0.138,
0.217,0.038,-0.086,0.138,
0.220,0.036,-0.102,0.138,
0.222,0.036,-0.091,0.139,
0.225,0.035,-0.087,0.139,
0.227,0.034,-0.061,0.139,
0.229,0.033,-0.054,0.139,
0.232,0.031,-0.059,0.140,
0.234,0.029,-0.060,0.140,
0.236,0.027,-0.064,0.140,
0.237,0.025,-0.076,0.140,
0.239,0.023,-0.111,0.140,
0.240,0.023,-0.104,0.141,
0.241,0.022,-0.120,0.141,
0.242,0.021,-0.146,0.141,
0.242,0.021,-0.151,0.141,
0.242,0.021,-0.109,0.141,
0.245,0.021,-0.084,0.141,
0.249,0.021,-0.091,0.142,
0.253,0.021,-0.085,0.142,
0.257,0.022,-0.059,0.142,
0.262,0.023,-0.063,0.142,
0.266,0.025,-0.080,0.142,
0.270,0.025,-0.094,0.142,
0.274,0.026,-0.108,0.143,
0.278,0.026,-0.097,0.143,
0.281,0.027,-0.080,0.143,
0.283,0.029,-0.085,0.144,
0.285,0.031,-0.092,0.144,
0.287,0.034,-0.132,0.144,
0.289,0.037,-0.137,0.144,
0.290,0.040,-0.138,0.144,
0.292,0.043,-0.123,0.145,
0.294,0.045,-0.127,0.145,
0.296,0.047,-0.142,0.145,
0.297,0.049,-0.154,0.145,
0.298,0.051,-0.141,0.146,
0.300,0.054,-0.114,0.146,
0.302,0.056,-0.126,0.146,
0.303,0.059,-0.122,0.146,
0.305,0.061,-0.136,0.147,
0.307,0.064,-0.135,0.147,
0.310,0.066,-0.141,0.147,
0.311,0.069,-0.114,0.147,
0.313,0.072,-0.128,0.147,
0.314,0.075,-0.157,0.148,
0.315,0.077,-0.155,0.148,
0.315,0.078,-0.130,0.148,
0.315,0.080,-0.106,0.148,
0.316,0.080,-0.106,0.149,
0.317,0.079,-0.107,0.149,
0.318,0.077,-0.090,0.149,
0.318,0.075,-0.082,0.150,
0.317,0.073,-0.056,0.150,
0.316,0.071,-0.048,0.150,
0.315,0.069,-0.048,0.151,
0.314,0.067,-0.049,0.151,
0.313,0.065,-0.067,0.151,
0.311,0.063,-0.094,0.152,
0.310,0.060,-0.116,0.152,
0.308,0.059,-0.119,0.152,
0.307,0.057,-0.107,0.153,
0.305,0.055,-0.102,0.153,
0.303,0.053,-0.108,0.154,
0.302,0.049,-0.138,0.154,
0.301,0.047,-0.142,0.155,
0.300,0.044,-0.132,0.156,
0.300,0.040,-0.125,0.156,
0.300,0.036,-0.116,0.157,
0.300,0.031,-0.112,0.157,
0.301,0.027,-0.102,0.158,
0.303,0.022,-0.124,0.159,
0.306,0.019,-0.124,0.159,
0.309,0.016,-0.094,0.160,
0.312,0.013,-0.082,0.161,
0.314,0.009,-0.051,0.162,
0.314,0.006,-0.042,0.163,
0.313,0.005,-0.047,0.163,
0.313,0.004,-0.073,0.164,
0.312,0.003,-0.094,0.165,
0.310,0.003,-0.095,0.166,
0.308,0.004,-0.083,0.167,
0.305,0.004,-0.082,0.167,
0.303,0.004,-0.091,0.168,
0.300,0.006,-0.097,0.169,
0.297,0.008,-0.106,0.170,
0.295,0.010,-0.101,0.170,
0.295,0.010,-0.131,0.171,
0.294,0.010,-0.172,0.172,
0.294,0.010,-0.198,0.173,
0.293,0.010,-0.200,0.173,
0.292,0.010,-0.217,0.174,
0.291,0.010,-0.225,0.175,
0.291,0.011,-0.191,0.176,
0.292,0.012,-0.185,0.177,
0.293,0.011,-0.193,0.177,
0.294,0.011,-0.210,0.178,
0.294,0.011,-0.209,0.179,
0.295,0.011,-0.202,0.180,
0.296,0.010,-0.190,0.180,
0.299,0.010,-0.195,0.181,
0.301,0.010,-0.179,0.182,
0.303,0.010,-0.179,0.182,
0.305,0.009,-0.185,0.183,
0.306,0.008,-0.181,0.184,
0.309,0.007,-0.197,0.184,
0.314,0.007,-0.209,0.185,
0.322,0.006,-0.238,0.185,
0.329,0.006,-0.243,0.186,
0.337,0.006,-0.244,0.186,
0.343,0.007,-0.223,0.186,
0.349,0.008,-0.199,0.186,
0.356,0.009,-0.191,0.186,
0.363,0.010,-0.189,0.186,
0.370,0.010,-0.191,0.186,
0.376,0.012,-0.186,0.186,
0.383,0.012,-0.222,0.186,
0.386,0.012,-0.252,0.186,
0.388,0.011,-0.268,0.185,
0.388,0.011,-0.272,0.185,
0.388,0.011,-0.249,0.184,
0.387,0.012,-0.206,0.184,
0.385,0.012,-0.193,0.183,
0.383,0.011,-0.178,0.182,
0.381,0.011,-0.162,0.181,
0.380,0.010,-0.190,0.180,
0.379,0.009,-0.189,0.179,
0.378,0.008,-0.173,0.178,
0.378,0.006,-0.161,0.176,
0.377,0.004,-0.187,0.175,
0.375,0.002,-0.177,0.174,
0.372,0.000,-0.178,0.172,
0.369,-0.002,-0.215,0.171,
0.366,-0.004,-0.219,0.169,
0.363,-0.005,-0.178,0.168,
0.360,-0.006,-0.169,0.166,
0.358,-0.008,-0.188,0.165,
0.357,-0.009,-0.188,0.164,
0.357,-0.009,-0.147,0.163,
0.357,-0.010,-0.138,0.161,
0.358,-0.010,-0.162,0.160,
0.359,-0.012,-0.212,0.159,
0.360,-0.012,-0.235,0.158,
0.360,-0.011,-0.225,0.157,
0.360,-0.011,-0.195,0.156,
0.361,-0.011,-0.210,0.156,
0.361,-0.010,-0.203,0.155,
0.360,-0.010,-0.206,0.154,
0.360,-0.010,-0.200,0.154,
0.360,-0.011,-0.212,0.153,
0.360,-0.010,-0.210,0.153,
0.360,-0.009,-0.189,0.153,
0.359,-0.008,-0.151,0.153,
0.359,-0.006,-0.153,0.153,
0.359,-0.005,-0.166,0.153,
0.358,-0.004,-0.155,0.153,
0.356,-0.003,-0.133,0.153,
0.352,0.000,-0.118,0.153,
0.349,0.002,-0.116,0.154,
0.346,0.005,-0.104,0.154,
0.344,0.009,-0.133,0.154,
0.341,0.014,-0.151,0.154,
0.338,0.019,-0.165,0.154,
0.336,0.024,-0.154,0.154,
0.333,0.028,-0.116,0.154,
0.331,0.032,-0.130,0.155,
0.328,0.036,-0.145,0.155,
0.326,0.039,-0.151,0.155,
0.324,0.041,-0.133,0.155,
0.322,0.044,-0.102,0.156,
0.321,0.046,-0.099,0.156,
0.320,0.048,-0.089,0.157,
0.321,0.051,-0.088,0.157,
0.321,0.053,-0.104,0.158,
0.321,0.055,-0.127,0.159,
0.322,0.056,-0.160,0.159,
0.321,0.058,-0.114,0.160,
0.321,0.058,-0.088,0.161,
0.321,0.059,-0.085,0.162,
0.321,0.059,-0.075,0.164,
0.321,0.058,-0.086,0.165,
0.320,0.057,-0.084,0.166,
0.320,0.056,-0.102,0.168,
0.320,0.056,-0.136,0.169,
0.320,0.056,-0.109,0.171,
0.320,0.058,-0.094,0.173,
0.319,0.059,-0.062,0.174,
0.315,0.061,-0.065,0.176,
0.312,0.063,-0.070,0.178,
0.309,0.065,-0.049,0.179,
0.307,0.067,-0.049,0.181,
0.304,0.068,-0.045,0.183,
0.302,0.070,-0.079,0.185,
0.300,0.072,-0.123,0.187,
0.297,0.075,-0.128,0.189,
0.294,0.078,-0.123,0.190,
0.292,0.080,-0.095,0.192,
0.294,0.083,-0.108,0.193,
0.297,0.085,-0.117,0.195,
0.300,0.087,-0.137,0.197,
0.303,0.089,-0.154,0.198,
0.306,0.089,-0.186,0.200,
0.309,0.090,-0.199,0.201,
0.312,0.090,-0.192,0.202,
0.315,0.091,-0.144,0.203,
0.319,0.091,-0.130,0.204,
0.324,0.089,-0.150,0.206,
0.327,0.088,-0.211,0.207,
0.327,0.087,-0.217,0.208,
0.327,0.086,-0.196,0.208,
0.326,0.085,-0.186,0.209,
0.325,0.083,-0.199,0.210,
0.324,0.081,-0.193,0.210,
0.322,0.079,-0.201,0.211,
0.320,0.075,-0.222,0.211,
0.317,0.073,-0.214,0.212,
0.313,0.070,-0.200,0.212,
0.312,0.064,-0.221,0.212,
0.313,0.058,-0.260,0.213,
0.312,0.054,-0.261,0.213,
0.312,0.050,-0.255,0.213,
0.313,0.047,-0.234,0.214,
0.314,0.043,-0.226,0.214,
0.314,0.039,-0.211,0.214,
0.315,0.034,-0.221,0.215,
0.317,0.029,-0.261,0.215,
0.319,0.026,-0.263,0.215,
0.320,0.024,-0.240,0.215,
0.321,0.021,-0.239,0.215,
0.322,0.019,-0.254,0.215,
0.324,0.018,-0.234,0.216,
0.327,0.015,-0.238,0.216,
0.330,0.013,-0.237,0.216,
0.334,0.011,-0.225,0.215,
0.337,0.008,-0.219,0.216,
0.341,0.005,-0.259,0.216,
0.344,0.002,-0.279,0.216,
0.346,-0.001,-0.238,0.216,
0.349,-0.003,-0.221,0.216,
0.352,-0.006,-0.208,0.216,
0.355,-0.009,-0.199,0.216,
0.359,-0.011,-0.215,0.216,
0.363,-0.013,-0.219,0.216,
0.364,-0.014,-0.160,0.217,
0.367,-0.016,-0.156,0.217,
0.370,-0.017,-0.147,0.218,
0.373,-0.018,-0.135,0.218,
0.374,-0.017,-0.170,0.219,
0.374,-0.017,-0.187,0.220,
0.374,-0.015,-0.179,0.220,
0.374,-0.013,-0.183,0.221,
0.373,-0.010,-0.171,0.222,
0.371,-0.007,-0.135,0.223,
0.371,-0.004,-0.135,0.225,
